Time;Moisture;temperature
2014.03.20 19:26:31;207;5.0
2014.03.20 19:26:36;214;5.0
2014.03.20 19:26:41;223;5.0
2014.03.20 19:26:46;232;5.0
2014.03.20 19:26:51;239;5.0
2014.03.20 19:26:56;247;5.0
2014.03.20 19:27:01;253;5.0
2014.03.20 19:27:06;257;4.0
2014.03.20 19:27:11;263;6.0
2014.03.20 19:27:16;267;6.0
2014.03.20 19:27:21;269;6.0
2014.03.20 19:27:26;270;6.0
2014.03.20 19:27:31;272;6.0
2014.03.20 19:27:36;272;6.0
2014.03.20 19:27:41;275;6.0
2014.03.20 19:27:46;276;6.0
2014.03.20 19:27:51;278;6.0
2014.03.20 19:27:56;280;6.0
2014.03.20 19:28:01;282;6.0
2014.03.20 19:28:06;286;6.0
2014.03.20 19:28:11;288;6.0
2014.03.20 19:28:16;290;6.0
2014.03.20 19:28:21;293;6.0
2014.03.20 19:28:26;297;6.0
2014.03.20 19:28:31;303;6.0
2014.03.20 19:28:36;308;6.0
2014.03.20 19:28:41;311;6.0
2014.03.20 19:28:46;314;6.0
2014.03.20 19:28:51;315;6.0
2014.03.20 19:28:56;319;6.0
2014.03.20 19:29:01;318;6.0
2014.03.20 19:29:06;321;6.0
